M	16	19	0.0
M	17	0	0.0
M	17	1	0.0
M	17	2	0.0
M	17	3	0.0
M	17	4	0.083333336
M	17	5	0.0
M	17	6	0.0
M	17	7	0.0
M	17	8	0.1
M	17	9	0.0
M	17	10	0.0
M	17	11	0.0
M	17	12	0.083333336
M	17	13	0.0
M	17	14	0.125
M	17	15	0.0
M	17	16	0.0
M	17	17	0.083333336
M	17	18	0.083333336
M	17	19	0.0
M	18	0	0.0
M	18	1	0.083333336
M	18	2	0.0
M	18	3	0.0
M	18	4	0.0
M	18	5	0.0
M	18	6	0.0625
M	18	7	0.0
M	18	8	0.0
M	18	9	0.0
M	18	10	0.071428575
M	18	11	0.0
M	18	12	0.0
M	18	13	0.0
M	18	14	0.0
M	18	15	0.0
M	18	16	0.1
M	18	17	0.083333336
M	18	18	0.083333336
M	18	19	0.0
M	19	0	0.0
M	19	1	0.0
M	19	2	0.0
M	19	3	0.0
M	19	4	0.0
M	19	5	0.0
M	19	6	0.0
M	19	7	0.0
M	19	8	0.0
M	19	9	0.0
M	19	10	0.071428575
M	19	11	0.1
M	19	12	0.0
M	19	13	0.0
M	19	14	0.0
M	19	15	0.0
M	19	16	0.0
M	19	17	0.0
M	19	18	0.0
M	19	19	0.16666667
